filename,class_name
5313.jpg,Cell
10317.jpg,No-Anomaly
7508.jpg,Cracking
3191.jpg,Shadowing
5130.jpg,Cell
10867.jpg,No-Anomaly
3401.jpg,Shadowing
13694.jpg,No-Anomaly
3919.jpg,Cell-Multi
17300.jpg,No-Anomaly
3672.jpg,Cell-Multi
15449.jpg,No-Anomaly
3196.jpg,Shadowing
1621.jpg,Diode
5832.jpg,Cell
2018.jpg,Diode
19908.jpg,No-Anomaly
8347.jpg,Soiling
4008.jpg,Cell-Multi
17316.jpg,No-Anomaly
19335.jpg,No-Anomaly
12245.jpg,No-Anomaly
16080.jpg,No-Anomaly
7597.jpg,Cracking
6438.jpg,Cell
12066.jpg,No-Anomaly
12716.jpg,No-Anomaly
10350.jpg,No-Anomaly
5393.jpg,Cell
19584.jpg,No-Anomaly
17108.jpg,No-Anomaly
18687.jpg,No-Anomaly
7370.jpg,Cracking
11758.jpg,No-Anomaly
9830.jpg,Vegetation
8114.jpg,Hot-Spot-Multi
702.jpg,Offline-Module
7961.jpg,Hot-Spot-Multi
9790.jpg,Vegetation
18864.jpg,No-Anomaly
10270.jpg,No-Anomaly
4844.jpg,Cell-Multi
13775.jpg,No-Anomaly
14891.jpg,No-Anomaly
14121.jpg,No-Anomaly
2981.jpg,Shadowing
3548.jpg,Shadowing
3038.jpg,Shadowing
18411.jpg,No-Anomaly
5331.jpg,Cell
7824.jpg,Cracking
17929.jpg,No-Anomaly
18992.jpg,No-Anomaly
5715.jpg,Cell
9396.jpg,Vegetation
13410.jpg,No-Anomaly
1944.jpg,Diode
16846.jpg,No-Anomaly
11452.jpg,No-Anomaly
4524.jpg,Cell-Multi
18549.jpg,No-Anomaly
12171.jpg,No-Anomaly
19991.jpg,No-Anomaly
13816.jpg,No-Anomaly
4913.jpg,Cell
4739.jpg,Cell-Multi
3250.jpg,Shadowing
13843.jpg,No-Anomaly
10377.jpg,No-Anomaly
14069.jpg,No-Anomaly
15399.jpg,No-Anomaly
63.jpg,Offline-Module
16991.jpg,No-Anomaly
5191.jpg,Cell
7933.jpg,Hot-Spot-Multi
17671.jpg,No-Anomaly
18683.jpg,No-Anomaly
18974.jpg,No-Anomaly
8087.jpg,Hot-Spot-Multi
1890.jpg,Diode
435.jpg,Offline-Module
3062.jpg,Shadowing
2650.jpg,Shadowing
4741.jpg,Cell-Multi
4501.jpg,Cell-Multi
16239.jpg,No-Anomaly
14711.jpg,No-Anomaly
813.jpg,Offline-Module
3654.jpg,Cell-Multi
279.jpg,Offline-Module
14390.jpg,No-Anomaly
1376.jpg,Diode
19646.jpg,No-Anomaly
14977.jpg,No-Anomaly
235.jpg,Offline-Module
16774.jpg,No-Anomaly
8430.jpg,Vegetation
1652.jpg,Diode
11328.jpg,No-Anomaly
10085.jpg,No-Anomaly
10565.jpg,No-Anomaly
5949.jpg,Cell
2664.jpg,Shadowing
8378.jpg,Vegetation
13373.jpg,No-Anomaly
2918.jpg,Shadowing
4587.jpg,Cell-Multi
8106.jpg,Hot-Spot-Multi
1453.jpg,Diode
7984.jpg,Hot-Spot-Multi
13986.jpg,No-Anomaly
7076.jpg,Cracking
19905.jpg,No-Anomaly
8093.jpg,Hot-Spot-Multi
9081.jpg,Vegetation
8242.jpg,Soiling
4651.jpg,Cell-Multi
11338.jpg,No-Anomaly
8311.jpg,Soiling
1486.jpg,Diode
13338.jpg,No-Anomaly
19668.jpg,No-Anomaly
15020.jpg,No-Anomaly
11764.jpg,No-Anomaly
2851.jpg,Shadowing
3273.jpg,Shadowing
856.jpg,Diode-Multi
908.jpg,Diode-Multi
6095.jpg,Cell
2150.jpg,Diode
10260.jpg,No-Anomaly
6916.jpg,Hot-Spot
9893.jpg,Vegetation
4113.jpg,Cell-Multi
1060.jpg,Diode
18679.jpg,No-Anomaly
11801.jpg,No-Anomaly
8115.jpg,Hot-Spot-Multi
3159.jpg,Shadowing
648.jpg,Offline-Module
8658.jpg,Vegetation
4350.jpg,Cell-Multi
2950.jpg,Shadowing
5720.jpg,Cell
12413.jpg,No-Anomaly
16797.jpg,No-Anomaly
6895.jpg,Hot-Spot
16386.jpg,No-Anomaly
9512.jpg,Vegetation
16663.jpg,No-Anomaly
16277.jpg,No-Anomaly
5882.jpg,Cell
1200.jpg,Diode
2987.jpg,Shadowing
14037.jpg,No-Anomaly
13249.jpg,No-Anomaly
12955.jpg,No-Anomaly
8261.jpg,Soiling
9846.jpg,Vegetation
19365.jpg,No-Anomaly
1747.jpg,Diode
9671.jpg,Vegetation
4868.jpg,Cell
10825.jpg,No-Anomaly
8562.jpg,Vegetation
15720.jpg,No-Anomaly
17941.jpg,No-Anomaly
15805.jpg,No-Anomaly
18638.jpg,No-Anomaly
16127.jpg,No-Anomaly
2863.jpg,Shadowing
5143.jpg,Cell
12763.jpg,No-Anomaly
5050.jpg,Cell
8716.jpg,Vegetation
717.jpg,Offline-Module
2069.jpg,Diode
16295.jpg,No-Anomaly
2110.jpg,Diode
18666.jpg,No-Anomaly
7082.jpg,Cracking
13215.jpg,No-Anomaly
6663.jpg,Cell
15487.jpg,No-Anomaly
11974.jpg,No-Anomaly
1317.jpg,Diode
3271.jpg,Shadowing
17323.jpg,No-Anomaly
4386.jpg,Cell-Multi
2015.jpg,Diode
6476.jpg,Cell
1384.jpg,Diode
10840.jpg,No-Anomaly
49.jpg,Offline-Module
13703.jpg,No-Anomaly
17063.jpg,No-Anomaly
16106.jpg,No-Anomaly
12839.jpg,No-Anomaly
10816.jpg,No-Anomaly
17665.jpg,No-Anomaly
11374.jpg,No-Anomaly
911.jpg,Diode-Multi
13430.jpg,No-Anomaly
12799.jpg,No-Anomaly
10630.jpg,No-Anomaly
11781.jpg,No-Anomaly
9699.jpg,Vegetation
12346.jpg,No-Anomaly
15912.jpg,No-Anomaly
12109.jpg,No-Anomaly
11737.jpg,No-Anomaly
13722.jpg,No-Anomaly
5917.jpg,Cell
17931.jpg,No-Anomaly
2550.jpg,Shadowing
257.jpg,Offline-Module
11579.jpg,No-Anomaly
9164.jpg,Vegetation
19358.jpg,No-Anomaly
17439.jpg,No-Anomaly
4424.jpg,Cell-Multi
13502.jpg,No-Anomaly
2481.jpg,Diode
10772.jpg,No-Anomaly
12822.jpg,No-Anomaly
17488.jpg,No-Anomaly
7765.jpg,Cracking
6823.jpg,Hot-Spot
4652.jpg,Cell-Multi
1443.jpg,Diode
343.jpg,Offline-Module
11454.jpg,No-Anomaly
19046.jpg,No-Anomaly
14926.jpg,No-Anomaly
12654.jpg,No-Anomaly
17292.jpg,No-Anomaly
6937.jpg,Hot-Spot
16743.jpg,No-Anomaly
683.jpg,Offline-Module
14655.jpg,No-Anomaly
4978.jpg,Cell
6142.jpg,Cell
18156.jpg,No-Anomaly
1054.jpg,Diode
11775.jpg,No-Anomaly
6064.jpg,Cell
8680.jpg,Vegetation
3296.jpg,Shadowing
16407.jpg,No-Anomaly
4211.jpg,Cell-Multi
16661.jpg,No-Anomaly
19815.jpg,No-Anomaly
5109.jpg,Cell
15146.jpg,No-Anomaly
5041.jpg,Cell
12265.jpg,No-Anomaly
16844.jpg,No-Anomaly
5214.jpg,Cell
15698.jpg,No-Anomaly
9981.jpg,Vegetation
6638.jpg,Cell
1415.jpg,Diode
6270.jpg,Cell
6382.jpg,Cell
13197.jpg,No-Anomaly
2296.jpg,Diode
8000.jpg,Hot-Spot-Multi
1681.jpg,Diode
2938.jpg,Shadowing
16865.jpg,No-Anomaly
11609.jpg,No-Anomaly
1305.jpg,Diode
15597.jpg,No-Anomaly
19637.jpg,No-Anomaly
12752.jpg,No-Anomaly
9781.jpg,Vegetation
5268.jpg,Cell
15657.jpg,No-Anomaly
16442.jpg,No-Anomaly
13745.jpg,No-Anomaly
861.jpg,Diode-Multi
7205.jpg,Cracking
7092.jpg,Cracking
12329.jpg,No-Anomaly
18716.jpg,No-Anomaly
4387.jpg,Cell-Multi
19496.jpg,No-Anomaly
19778.jpg,No-Anomaly
19047.jpg,No-Anomaly
11773.jpg,No-Anomaly
1263.jpg,Diode
1369.jpg,Diode
5168.jpg,Cell
11975.jpg,No-Anomaly
16818.jpg,No-Anomaly
10540.jpg,No-Anomaly
114.jpg,Offline-Module
9565.jpg,Vegetation
5655.jpg,Cell
18100.jpg,No-Anomaly
1545.jpg,Diode
3260.jpg,Shadowing
3600.jpg,Cell-Multi
4899.jpg,Cell
17280.jpg,No-Anomaly
6588.jpg,Cell
12500.jpg,No-Anomaly
10759.jpg,No-Anomaly
10430.jpg,No-Anomaly
16095.jpg,No-Anomaly
14998.jpg,No-Anomaly
11600.jpg,No-Anomaly
3491.jpg,Shadowing
15016.jpg,No-Anomaly
15785.jpg,No-Anomaly
7893.jpg,Cracking
15547.jpg,No-Anomaly
17932.jpg,No-Anomaly
4063.jpg,Cell-Multi
736.jpg,Offline-Module
4346.jpg,Cell-Multi
16408.jpg,No-Anomaly
18776.jpg,No-Anomaly
10470.jpg,No-Anomaly
6878.jpg,Hot-Spot
16973.jpg,No-Anomaly
6191.jpg,Cell
14908.jpg,No-Anomaly
3788.jpg,Cell-Multi
9870.jpg,Vegetation
5809.jpg,Cell
10675.jpg,No-Anomaly
9963.jpg,Vegetation
10888.jpg,No-Anomaly
1410.jpg,Diode
3930.jpg,Cell-Multi
8443.jpg,Vegetation
3033.jpg,Shadowing
4165.jpg,Cell-Multi
8972.jpg,Vegetation
9397.jpg,Vegetation
15587.jpg,No-Anomaly
10891.jpg,No-Anomaly
8369.jpg,Vegetation
18459.jpg,No-Anomaly
16446.jpg,No-Anomaly
887.jpg,Diode-Multi
7662.jpg,Cracking
16265.jpg,No-Anomaly
10230.jpg,No-Anomaly
8200.jpg,Soiling
3909.jpg,Cell-Multi
14269.jpg,No-Anomaly
7171.jpg,Cracking
12943.jpg,No-Anomaly
18852.jpg,No-Anomaly
7931.jpg,Hot-Spot-Multi
18395.jpg,No-Anomaly
9501.jpg,Vegetation
11288.jpg,No-Anomaly
18188.jpg,No-Anomaly
18052.jpg,No-Anomaly
17338.jpg,No-Anomaly
19306.jpg,No-Anomaly
10455.jpg,No-Anomaly
13737.jpg,No-Anomaly
4472.jpg,Cell-Multi
9929.jpg,Vegetation
2954.jpg,Shadowing
2249.jpg,Diode
585.jpg,Offline-Module
19510.jpg,No-Anomaly
159.jpg,Offline-Module
11755.jpg,No-Anomaly
6239.jpg,Cell
6452.jpg,Cell
8757.jpg,Vegetation
12549.jpg,No-Anomaly
10887.jpg,No-Anomaly
7803.jpg,Cracking
12694.jpg,No-Anomaly
11223.jpg,No-Anomaly
2041.jpg,Diode
15777.jpg,No-Anomaly
476.jpg,Offline-Module
13422.jpg,No-Anomaly
18307.jpg,No-Anomaly
18315.jpg,No-Anomaly
5638.jpg,Cell
11623.jpg,No-Anomaly
15689.jpg,No-Anomaly
10137.jpg,No-Anomaly
17265.jpg,No-Anomaly
17963.jpg,No-Anomaly
2433.jpg,Diode
17726.jpg,No-Anomaly
14778.jpg,No-Anomaly
506.jpg,Offline-Module
13447.jpg,No-Anomaly
17796.jpg,No-Anomaly
16799.jpg,No-Anomaly
6817.jpg,Hot-Spot
12732.jpg,No-Anomaly
1744.jpg,Diode
6491.jpg,Cell
928.jpg,Diode-Multi
3436.jpg,Shadowing
7956.jpg,Hot-Spot-Multi
16249.jpg,No-Anomaly
5516.jpg,Cell
4866.jpg,Cell
14114.jpg,No-Anomaly
15326.jpg,No-Anomaly
494.jpg,Offline-Module
16964.jpg,No-Anomaly
269.jpg,Offline-Module
2736.jpg,Shadowing
16048.jpg,No-Anomaly
4823.jpg,Cell-Multi
10714.jpg,No-Anomaly
9622.jpg,Vegetation
17864.jpg,No-Anomaly
14507.jpg,No-Anomaly
6568.jpg,Cell
16038.jpg,No-Anomaly
3601.jpg,Cell-Multi
11676.jpg,No-Anomaly
9099.jpg,Vegetation
17185.jpg,No-Anomaly
19323.jpg,No-Anomaly
10705.jpg,No-Anomaly
6240.jpg,Cell
2607.jpg,Shadowing
9594.jpg,Vegetation
10713.jpg,No-Anomaly
19559.jpg,No-Anomaly
4937.jpg,Cell
2409.jpg,Diode
5339.jpg,Cell
14791.jpg,No-Anomaly
16414.jpg,No-Anomaly
12964.jpg,No-Anomaly
14228.jpg,No-Anomaly
12882.jpg,No-Anomaly
2473.jpg,Diode
18067.jpg,No-Anomaly
9094.jpg,Vegetation
4975.jpg,Cell
15478.jpg,No-Anomaly
2821.jpg,Shadowing
12404.jpg,No-Anomaly
308.jpg,Offline-Module
6299.jpg,Cell
10869.jpg,No-Anomaly
6146.jpg,Cell
13395.jpg,No-Anomaly
19023.jpg,No-Anomaly
7384.jpg,Cracking
6506.jpg,Cell
17961.jpg,No-Anomaly
18023.jpg,No-Anomaly
10463.jpg,No-Anomaly
8948.jpg,Vegetation
8339.jpg,Soiling
427.jpg,Offline-Module
8380.jpg,Vegetation
4887.jpg,Cell
3803.jpg,Cell-Multi
10563.jpg,No-Anomaly
3906.jpg,Cell-Multi
14362.jpg,No-Anomaly
396.jpg,Offline-Module
394.jpg,Offline-Module
4175.jpg,Cell-Multi
18225.jpg,No-Anomaly
2364.jpg,Diode
8984.jpg,Vegetation
10597.jpg,No-Anomaly
1846.jpg,Diode
9675.jpg,Vegetation
9289.jpg,Vegetation
9332.jpg,Vegetation
5323.jpg,Cell
15042.jpg,No-Anomaly
1740.jpg,Diode
15981.jpg,No-Anomaly
15503.jpg,No-Anomaly
10985.jpg,No-Anomaly
951.jpg,Diode-Multi
12610.jpg,No-Anomaly
2192.jpg,Diode
2903.jpg,Shadowing
17635.jpg,No-Anomaly
14378.jpg,No-Anomaly
14220.jpg,No-Anomaly
9435.jpg,Vegetation
5798.jpg,Cell
419.jpg,Offline-Module
1496.jpg,Diode
14367.jpg,No-Anomaly
17362.jpg,No-Anomaly
5631.jpg,Cell
11924.jpg,No-Anomaly
16769.jpg,No-Anomaly
3118.jpg,Shadowing
1411.jpg,Diode
10717.jpg,No-Anomaly
11265.jpg,No-Anomaly
14836.jpg,No-Anomaly
17901.jpg,No-Anomaly
11804.jpg,No-Anomaly
8398.jpg,Vegetation
17730.jpg,No-Anomaly
6143.jpg,Cell
6985.jpg,Cracking
2292.jpg,Diode
2970.jpg,Shadowing
14939.jpg,No-Anomaly
15012.jpg,No-Anomaly
11894.jpg,No-Anomaly
16123.jpg,No-Anomaly
5792.jpg,Cell
18194.jpg,No-Anomaly
2739.jpg,Shadowing
17997.jpg,No-Anomaly
18021.jpg,No-Anomaly
10213.jpg,No-Anomaly
9598.jpg,Vegetation
1962.jpg,Diode
87.jpg,Offline-Module
12747.jpg,No-Anomaly
3368.jpg,Shadowing
6693.jpg,Cell
10009.jpg,No-Anomaly
11514.jpg,No-Anomaly
14541.jpg,No-Anomaly
3527.jpg,Shadowing
12222.jpg,No-Anomaly
16447.jpg,No-Anomaly
18166.jpg,No-Anomaly
116.jpg,Offline-Module
14992.jpg,No-Anomaly
17358.jpg,No-Anomaly
8970.jpg,Vegetation
11903.jpg,No-Anomaly
15383.jpg,No-Anomaly
3443.jpg,Shadowing
9583.jpg,Vegetation
9591.jpg,Vegetation
18189.jpg,No-Anomaly
17019.jpg,No-Anomaly
601.jpg,Offline-Module
9023.jpg,Vegetation
17972.jpg,No-Anomaly
142.jpg,Offline-Module
3836.jpg,Cell-Multi
5394.jpg,Cell
16410.jpg,No-Anomaly
17709.jpg,No-Anomaly
8225.jpg,Soiling
1475.jpg,Diode
14554.jpg,No-Anomaly
1141.jpg,Diode
18514.jpg,No-Anomaly
9059.jpg,Vegetation
1340.jpg,Diode
1387.jpg,Diode
12015.jpg,No-Anomaly
8650.jpg,Vegetation
10195.jpg,No-Anomaly
2647.jpg,Shadowing
19183.jpg,No-Anomaly
3361.jpg,Shadowing
7598.jpg,Cracking
10860.jpg,No-Anomaly
7757.jpg,Cracking
18962.jpg,No-Anomaly
5831.jpg,Cell
11037.jpg,No-Anomaly
1756.jpg,Diode
15439.jpg,No-Anomaly
4790.jpg,Cell-Multi
6683.jpg,Cell
16405.jpg,No-Anomaly
13477.jpg,No-Anomaly
2871.jpg,Shadowing
14084.jpg,No-Anomaly
6919.jpg,Hot-Spot
3785.jpg,Cell-Multi
14385.jpg,No-Anomaly
2947.jpg,Shadowing
17792.jpg,No-Anomaly
959.jpg,Diode-Multi
2548.jpg,Shadowing
8734.jpg,Vegetation
1393.jpg,Diode
5951.jpg,Cell
9063.jpg,Vegetation
7263.jpg,Cracking
19269.jpg,No-Anomaly
5282.jpg,Cell
2487.jpg,Diode
11523.jpg,No-Anomaly
13990.jpg,No-Anomaly
17697.jpg,No-Anomaly
17192.jpg,No-Anomaly
3624.jpg,Cell-Multi
673.jpg,Offline-Module
1963.jpg,Diode
6335.jpg,Cell
3133.jpg,Shadowing
4859.jpg,Cell
366.jpg,Offline-Module
2122.jpg,Diode
8421.jpg,Vegetation
4134.jpg,Cell-Multi
17554.jpg,No-Anomaly
5070.jpg,Cell
414.jpg,Offline-Module
4670.jpg,Cell-Multi
14482.jpg,No-Anomaly
7247.jpg,Cracking
11049.jpg,No-Anomaly
204.jpg,Offline-Module
565.jpg,Offline-Module
4285.jpg,Cell-Multi
5359.jpg,Cell
8790.jpg,Vegetation
9049.jpg,Vegetation
11592.jpg,No-Anomaly
17281.jpg,No-Anomaly
13423.jpg,No-Anomaly
1898.jpg,Diode
9718.jpg,Vegetation
8337.jpg,Soiling
9762.jpg,Vegetation
149.jpg,Offline-Module
12577.jpg,No-Anomaly
4280.jpg,Cell-Multi
14783.jpg,No-Anomaly
3099.jpg,Shadowing
788.jpg,Offline-Module
4356.jpg,Cell-Multi
8486.jpg,Vegetation
8761.jpg,Vegetation
5562.jpg,Cell
3414.jpg,Shadowing
4565.jpg,Cell-Multi
1157.jpg,Diode
10993.jpg,No-Anomaly
4468.jpg,Cell-Multi
12999.jpg,No-Anomaly
12916.jpg,No-Anomaly
13496.jpg,No-Anomaly
10226.jpg,No-Anomaly
6049.jpg,Cell
17161.jpg,No-Anomaly
15433.jpg,No-Anomaly
5963.jpg,Cell
3651.jpg,Cell-Multi
10031.jpg,No-Anomaly
15576.jpg,No-Anomaly
4733.jpg,Cell-Multi
5896.jpg,Cell
18938.jpg,No-Anomaly
7177.jpg,Cracking
4993.jpg,Cell
18634.jpg,No-Anomaly
2014.jpg,Diode
13466.jpg,No-Anomaly
13539.jpg,No-Anomaly
18755.jpg,No-Anomaly
4664.jpg,Cell-Multi
2937.jpg,Shadowing
5098.jpg,Cell
6671.jpg,Cell
11260.jpg,No-Anomaly
18622.jpg,No-Anomaly
6189.jpg,Cell
1206.jpg,Diode
3385.jpg,Shadowing
5705.jpg,Cell
10257.jpg,No-Anomaly
11308.jpg,No-Anomaly
19780.jpg,No-Anomaly
2469.jpg,Diode
13779.jpg,No-Anomaly
11708.jpg,No-Anomaly
10368.jpg,No-Anomaly
11793.jpg,No-Anomaly
12701.jpg,No-Anomaly
5741.jpg,Cell
15387.jpg,No-Anomaly
8154.jpg,Hot-Spot-Multi
5656.jpg,Cell
14429.jpg,No-Anomaly
3677.jpg,Cell-Multi
1760.jpg,Diode
1892.jpg,Diode
7680.jpg,Cracking
17479.jpg,No-Anomaly
16527.jpg,No-Anomaly
7978.jpg,Hot-Spot-Multi
19065.jpg,No-Anomaly
2982.jpg,Shadowing
19672.jpg,No-Anomaly
3921.jpg,Cell-Multi
7878.jpg,Cracking
17378.jpg,No-Anomaly
3667.jpg,Cell-Multi
11025.jpg,No-Anomaly
7115.jpg,Cracking
2301.jpg,Diode
7784.jpg,Cracking
14368.jpg,No-Anomaly
1151.jpg,Diode
19031.jpg,No-Anomaly
8034.jpg,Hot-Spot-Multi
4568.jpg,Cell-Multi
11727.jpg,No-Anomaly
1247.jpg,Diode
10118.jpg,No-Anomaly
293.jpg,Offline-Module
17017.jpg,No-Anomaly
1716.jpg,Diode
9252.jpg,Vegetation
1696.jpg,Diode
11406.jpg,No-Anomaly
4589.jpg,Cell-Multi
14963.jpg,No-Anomaly
13984.jpg,No-Anomaly
14314.jpg,No-Anomaly
15630.jpg,No-Anomaly
8547.jpg,Vegetation
8740.jpg,Vegetation
19619.jpg,No-Anomaly
8691.jpg,Vegetation
7041.jpg,Cracking
6053.jpg,Cell
11336.jpg,No-Anomaly
4488.jpg,Cell-Multi
18729.jpg,No-Anomaly
6991.jpg,Cracking
1031.jpg,Diode
232.jpg,Offline-Module
7126.jpg,Cracking
13492.jpg,No-Anomaly
9347.jpg,Vegetation
18885.jpg,No-Anomaly
10604.jpg,No-Anomaly
12504.jpg,No-Anomaly
7692.jpg,Cracking
16108.jpg,No-Anomaly
9361.jpg,Vegetation
5306.jpg,Cell
8064.jpg,Hot-Spot-Multi
14417.jpg,No-Anomaly
14805.jpg,No-Anomaly
6936.jpg,Hot-Spot
17723.jpg,No-Anomaly
8903.jpg,Vegetation
10283.jpg,No-Anomaly
17589.jpg,No-Anomaly
9613.jpg,Vegetation
13948.jpg,No-Anomaly
19580.jpg,No-Anomaly
15563.jpg,No-Anomaly
17585.jpg,No-Anomaly
6409.jpg,Cell
3272.jpg,Shadowing
2266.jpg,Diode
4255.jpg,Cell-Multi
14201.jpg,No-Anomaly
12541.jpg,No-Anomaly
13631.jpg,No-Anomaly
4599.jpg,Cell-Multi
13734.jpg,No-Anomaly
31.jpg,Offline-Module
5757.jpg,Cell
12300.jpg,No-Anomaly
2605.jpg,Shadowing
12115.jpg,No-Anomaly
16542.jpg,No-Anomaly
13505.jpg,No-Anomaly
12676.jpg,No-Anomaly
8218.jpg,Soiling
17689.jpg,No-Anomaly
11941.jpg,No-Anomaly
9584.jpg,Vegetation
772.jpg,Offline-Module
2635.jpg,Shadowing
12167.jpg,No-Anomaly
10873.jpg,No-Anomaly
18079.jpg,No-Anomaly
9679.jpg,Vegetation
13196.jpg,No-Anomaly
6649.jpg,Cell
15938.jpg,No-Anomaly
8127.jpg,Hot-Spot-Multi
6348.jpg,Cell
14639.jpg,No-Anomaly
3061.jpg,Shadowing
18120.jpg,No-Anomaly
14265.jpg,No-Anomaly
12625.jpg,No-Anomaly
11228.jpg,No-Anomaly
14075.jpg,No-Anomaly
6563.jpg,Cell
7265.jpg,Cracking
2387.jpg,Diode
9447.jpg,Vegetation
5021.jpg,Cell
1722.jpg,Diode
618.jpg,Offline-Module
11450.jpg,No-Anomaly
14230.jpg,No-Anomaly
13183.jpg,No-Anomaly
5388.jpg,Cell
2835.jpg,Shadowing
5076.jpg,Cell
4454.jpg,Cell-Multi
14100.jpg,No-Anomaly
2545.jpg,Shadowing
19148.jpg,No-Anomaly
10467.jpg,No-Anomaly
8086.jpg,Hot-Spot-Multi
10709.jpg,No-Anomaly
19669.jpg,No-Anomaly
498.jpg,Offline-Module
4059.jpg,Cell-Multi
10806.jpg,No-Anomaly
17346.jpg,No-Anomaly
9644.jpg,Vegetation
2235.jpg,Diode
14523.jpg,No-Anomaly
17975.jpg,No-Anomaly
16704.jpg,No-Anomaly
15132.jpg,No-Anomaly
16116.jpg,No-Anomaly
5426.jpg,Cell
16772.jpg,No-Anomaly
8788.jpg,Vegetation
14658.jpg,No-Anomaly
10802.jpg,No-Anomaly
6375.jpg,Cell
12864.jpg,No-Anomaly
1266.jpg,Diode
446.jpg,Offline-Module
18204.jpg,No-Anomaly
17708.jpg,No-Anomaly
19299.jpg,No-Anomaly
5421.jpg,Cell
7145.jpg,Cracking
2581.jpg,Shadowing
13304.jpg,No-Anomaly
13153.jpg,No-Anomaly
12433.jpg,No-Anomaly
16014.jpg,No-Anomaly
3538.jpg,Shadowing
14384.jpg,No-Anomaly
8076.jpg,Hot-Spot-Multi
3371.jpg,Shadowing
6994.jpg,Cracking
2332.jpg,Diode
17420.jpg,No-Anomaly
16119.jpg,No-Anomaly
17863.jpg,No-Anomaly
4525.jpg,Cell-Multi
6737.jpg,Hot-Spot
1795.jpg,Diode
3246.jpg,Shadowing
12020.jpg,No-Anomaly
9772.jpg,Vegetation
17497.jpg,No-Anomaly
18281.jpg,No-Anomaly
1080.jpg,Diode
18906.jpg,No-Anomaly
6290.jpg,Cell
6802.jpg,Hot-Spot
4543.jpg,Cell-Multi
16886.jpg,No-Anomaly
10864.jpg,No-Anomaly
10899.jpg,No-Anomaly
4186.jpg,Cell-Multi
668.jpg,Offline-Module
15091.jpg,No-Anomaly
3300.jpg,Shadowing
19027.jpg,No-Anomaly
1817.jpg,Diode
16622.jpg,No-Anomaly
14123.jpg,No-Anomaly
16266.jpg,No-Anomaly
16309.jpg,No-Anomaly
6828.jpg,Hot-Spot
6674.jpg,Cell
11584.jpg,No-Anomaly
12702.jpg,No-Anomaly
10620.jpg,No-Anomaly
11236.jpg,No-Anomaly
15685.jpg,No-Anomaly
4952.jpg,Cell
8412.jpg,Vegetation
11347.jpg,No-Anomaly
1147.jpg,Diode
17556.jpg,No-Anomaly
7906.jpg,Cracking
15876.jpg,No-Anomaly
4415.jpg,Cell-Multi
3902.jpg,Cell-Multi
14755.jpg,No-Anomaly
13296.jpg,No-Anomaly
15306.jpg,No-Anomaly
10011.jpg,No-Anomaly
11656.jpg,No-Anomaly
8939.jpg,Vegetation
2464.jpg,Diode
19873.jpg,No-Anomaly
17594.jpg,No-Anomaly
3460.jpg,Shadowing
12221.jpg,No-Anomaly
1815.jpg,Diode
12170.jpg,No-Anomaly
2875.jpg,Shadowing
14814.jpg,No-Anomaly
3123.jpg,Shadowing
1532.jpg,Diode
13520.jpg,No-Anomaly
9048.jpg,Vegetation
16877.jpg,No-Anomaly
14693.jpg,No-Anomaly
17604.jpg,No-Anomaly
19311.jpg,No-Anomaly
18112.jpg,No-Anomaly
8014.jpg,Hot-Spot-Multi
7830.jpg,Cracking
7428.jpg,Cracking
13751.jpg,No-Anomaly
18972.jpg,No-Anomaly
4395.jpg,Cell-Multi
19562.jpg,No-Anomaly
6298.jpg,Cell
15199.jpg,No-Anomaly
876.jpg,Diode-Multi
2887.jpg,Shadowing
14479.jpg,No-Anomaly
15583.jpg,No-Anomaly
8849.jpg,Vegetation
1181.jpg,Diode
7154.jpg,Cracking
13535.jpg,No-Anomaly
6668.jpg,Cell
4617.jpg,Cell-Multi
2399.jpg,Diode
6035.jpg,Cell
11655.jpg,No-Anomaly
3810.jpg,Cell-Multi
3536.jpg,Shadowing
10422.jpg,No-Anomaly
4042.jpg,Cell-Multi
6998.jpg,Cracking
6371.jpg,Cell
3071.jpg,Shadowing
18749.jpg,No-Anomaly
7060.jpg,Cracking
13805.jpg,No-Anomaly
7260.jpg,Cracking
15037.jpg,No-Anomaly
11685.jpg,No-Anomaly
782.jpg,Offline-Module
8645.jpg,Vegetation
19841.jpg,No-Anomaly
13728.jpg,No-Anomaly
12331.jpg,No-Anomaly
8743.jpg,Vegetation
6872.jpg,Hot-Spot
8952.jpg,Vegetation
10302.jpg,No-Anomaly
11411.jpg,No-Anomaly
13448.jpg,No-Anomaly
2955.jpg,Shadowing
16036.jpg,No-Anomaly
6440.jpg,Cell
14392.jpg,No-Anomaly
9528.jpg,Vegetation
2930.jpg,Shadowing
6983.jpg,Cracking
3164.jpg,Shadowing
17385.jpg,No-Anomaly
7858.jpg,Cracking
12819.jpg,No-Anomaly
8764.jpg,Vegetation
2503.jpg,Shadowing
5907.jpg,Cell
17542.jpg,No-Anomaly
10468.jpg,No-Anomaly
2910.jpg,Shadowing
108.jpg,Offline-Module
14682.jpg,No-Anomaly
17103.jpg,No-Anomaly
16000.jpg,No-Anomaly
14958.jpg,No-Anomaly
18782.jpg,No-Anomaly
12669.jpg,No-Anomaly
18169.jpg,No-Anomaly
3528.jpg,Shadowing
4440.jpg,Cell-Multi
18317.jpg,No-Anomaly
15889.jpg,No-Anomaly
9277.jpg,Vegetation
5422.jpg,Cell
15741.jpg,No-Anomaly
4873.jpg,Cell
