img_id,label
16049,No-Anomaly
16763,No-Anomaly
8945,Vegetation
7286,Cracking
12458,No-Anomaly
1384,Diode
6960,Hot-Spot
14422,No-Anomaly
15841,No-Anomaly
1171,Diode
16848,No-Anomaly
11141,No-Anomaly
912,Diode-Multi
13769,No-Anomaly
2699,Shadowing
6647,Cell
5950,Cell
16090,No-Anomaly
7954,Hot-Spot-Multi
14110,No-Anomaly
1401,Diode
2394,Diode
1503,Diode
8656,Vegetation
2552,Shadowing
10476,No-Anomaly
1825,Diode
14119,No-Anomaly
11249,No-Anomaly
12512,No-Anomaly
14472,No-Anomaly
18457,No-Anomaly
15252,No-Anomaly
11061,No-Anomaly
8996,Vegetation
2919,Shadowing
6096,Cell
8324,Soiling
13780,No-Anomaly
10675,No-Anomaly
10843,No-Anomaly
7489,Cracking
12785,No-Anomaly
11854,No-Anomaly
4743,Cell-Multi
370,Offline-Module
3467,Shadowing
12238,No-Anomaly
2356,Diode
6217,Cell
19872,No-Anomaly
18549,No-Anomaly
11571,No-Anomaly
16382,No-Anomaly
7621,Cracking
17816,No-Anomaly
12776,No-Anomaly
2107,Diode
15764,No-Anomaly
19278,No-Anomaly
9040,Vegetation
14476,No-Anomaly
12095,No-Anomaly
11897,No-Anomaly
114,Offline-Module
12447,No-Anomaly
4955,Cell
15032,No-Anomaly
11647,No-Anomaly
13388,No-Anomaly
2307,Diode
11228,No-Anomaly
9775,Vegetation
15850,No-Anomaly
6396,Cell
9301,Vegetation
5608,Cell
7915,Hot-Spot-Multi
14316,No-Anomaly
6324,Cell
18560,No-Anomaly
147,Offline-Module
10149,No-Anomaly
10797,No-Anomaly
17059,No-Anomaly
4267,Cell-Multi
5155,Cell
1505,Diode
9611,Vegetation
12766,No-Anomaly
16529,No-Anomaly
5752,Cell
18079,No-Anomaly
2947,Shadowing
14025,No-Anomaly
12562,No-Anomaly
14875,No-Anomaly
7479,Cracking
734,Offline-Module
11429,No-Anomaly
4122,Cell-Multi
3983,Cell-Multi
14075,No-Anomaly
13925,No-Anomaly
14756,No-Anomaly
8079,Hot-Spot-Multi
13414,No-Anomaly
8655,Vegetation
315,Offline-Module
6107,Cell
2178,Diode
17078,No-Anomaly
4474,Cell-Multi
13419,No-Anomaly
608,Offline-Module
16005,No-Anomaly
3449,Shadowing
12791,No-Anomaly
11361,No-Anomaly
15676,No-Anomaly
11039,No-Anomaly
19120,No-Anomaly
18175,No-Anomaly
11578,No-Anomaly
1973,Diode
8019,Hot-Spot-Multi
11697,No-Anomaly
3377,Shadowing
19560,No-Anomaly
10813,No-Anomaly
810,Offline-Module
2123,Diode
5055,Cell
17461,No-Anomaly
19325,No-Anomaly
9698,Vegetation
17250,No-Anomaly
3150,Shadowing
19731,No-Anomaly
12233,No-Anomaly
9107,Vegetation
17068,No-Anomaly
467,Offline-Module
5031,Cell
2571,Shadowing
13012,No-Anomaly
3601,Cell-Multi
15025,No-Anomaly
18614,No-Anomaly
12853,No-Anomaly
1441,Diode
13018,No-Anomaly
12519,No-Anomaly
3123,Shadowing
3790,Cell-Multi
128,Offline-Module
6817,Hot-Spot
15549,No-Anomaly
4223,Cell-Multi
11728,No-Anomaly
92,Offline-Module
6427,Cell
8716,Vegetation
3140,Shadowing
7767,Cracking
201,Offline-Module
8321,Soiling
13159,No-Anomaly
2748,Shadowing
10178,No-Anomaly
7327,Cracking
1873,Diode
18158,No-Anomaly
1662,Diode
13181,No-Anomaly
14715,No-Anomaly
18177,No-Anomaly
3795,Cell-Multi
1192,Diode
8114,Hot-Spot-Multi
4539,Cell-Multi
9711,Vegetation
15980,No-Anomaly
10227,No-Anomaly
6639,Cell
6863,Hot-Spot
11069,No-Anomaly
16354,No-Anomaly
11341,No-Anomaly
9599,Vegetation
1069,Diode
14253,No-Anomaly
4599,Cell-Multi
5088,Cell
4147,Cell-Multi
6407,Cell
7472,Cracking
662,Offline-Module
7766,Cracking
4693,Cell-Multi
12445,No-Anomaly
11072,No-Anomaly
15263,No-Anomaly
2057,Diode
5118,Cell
2854,Shadowing
4157,Cell-Multi
5353,Cell
17311,No-Anomaly
13476,No-Anomaly
13658,No-Anomaly
18292,No-Anomaly
2508,Shadowing
10506,No-Anomaly
565,Offline-Module
4950,Cell
3709,Cell-Multi
14718,No-Anomaly
7625,Cracking
9398,Vegetation
748,Offline-Module
8722,Vegetation
4842,Cell-Multi
18718,No-Anomaly
12848,No-Anomaly
4666,Cell-Multi
43,Offline-Module
0,Offline-Module
10705,No-Anomaly
19815,No-Anomaly
2583,Shadowing
5425,Cell
1313,Diode
1748,Diode
4819,Cell-Multi
10453,No-Anomaly
4884,Cell
16208,No-Anomaly
932,Diode-Multi
11380,No-Anomaly
9633,Vegetation
7506,Cracking
13480,No-Anomaly
19139,No-Anomaly
3623,Cell-Multi
8904,Vegetation
8272,Soiling
8025,Hot-Spot-Multi
11479,No-Anomaly
11821,No-Anomaly
11343,No-Anomaly
18527,No-Anomaly
5384,Cell
14320,No-Anomaly
16560,No-Anomaly
4987,Cell
3019,Shadowing
13233,No-Anomaly
10156,No-Anomaly
2533,Shadowing
3973,Cell-Multi
4767,Cell-Multi
18304,No-Anomaly
4660,Cell-Multi
3818,Cell-Multi
19283,No-Anomaly
8664,Vegetation
9031,Vegetation
16175,No-Anomaly
6186,Cell
13410,No-Anomaly
8504,Vegetation
17016,No-Anomaly
904,Diode-Multi
11169,No-Anomaly
16840,No-Anomaly
13464,No-Anomaly
10170,No-Anomaly
16704,No-Anomaly
10833,No-Anomaly
2337,Diode
3614,Cell-Multi
8448,Vegetation
8331,Soiling
1199,Diode
13506,No-Anomaly
9846,Vegetation
12498,No-Anomaly
5267,Cell
8439,Vegetation
7080,Cracking
19474,No-Anomaly
18548,No-Anomaly
13208,No-Anomaly
15284,No-Anomaly
17438,No-Anomaly
9520,Vegetation
16149,No-Anomaly
14520,No-Anomaly
15124,No-Anomaly
4823,Cell-Multi
13111,No-Anomaly
3703,Cell-Multi
19752,No-Anomaly
19111,No-Anomaly
19957,No-Anomaly
6690,Cell
3725,Cell-Multi
7589,Cracking
400,Offline-Module
3851,Cell-Multi
12389,No-Anomaly
8400,Vegetation
7831,Cracking
15397,No-Anomaly
6578,Cell
6996,Cracking
17372,No-Anomaly
16492,No-Anomaly
11186,No-Anomaly
154,Offline-Module
720,Offline-Module
661,Offline-Module
2542,Shadowing
2499,Diode
4300,Cell-Multi
12959,No-Anomaly
9276,Vegetation
13924,No-Anomaly
12003,No-Anomaly
9796,Vegetation
16876,No-Anomaly
15061,No-Anomaly
13596,No-Anomaly
1937,Diode
15145,No-Anomaly
6614,Cell
17369,No-Anomaly
2357,Diode
15634,No-Anomaly
8598,Vegetation
6852,Hot-Spot
19082,No-Anomaly
18414,No-Anomaly
15445,No-Anomaly
13973,No-Anomaly
19604,No-Anomaly
3630,Cell-Multi
1880,Diode
7060,Cracking
13966,No-Anomaly
1696,Diode
13456,No-Anomaly
13646,No-Anomaly
948,Diode-Multi
15944,No-Anomaly
17594,No-Anomaly
10229,No-Anomaly
6745,Hot-Spot
12456,No-Anomaly
9554,Vegetation
15013,No-Anomaly
17304,No-Anomaly
1072,Diode
876,Diode-Multi
9729,Vegetation
1790,Diode
1704,Diode
1381,Diode
13901,No-Anomaly
2871,Shadowing
4591,Cell-Multi
13527,No-Anomaly
15927,No-Anomaly
7320,Cracking
17099,No-Anomaly
1647,Diode
7783,Cracking
16701,No-Anomaly
6676,Cell
6245,Cell
17277,No-Anomaly
13798,No-Anomaly
10081,No-Anomaly
12911,No-Anomaly
11562,No-Anomaly
8165,Soiling
12805,No-Anomaly
19194,No-Anomaly
19873,No-Anomaly
4270,Cell-Multi
16075,No-Anomaly
3496,Shadowing
3860,Cell-Multi
12970,No-Anomaly
8329,Soiling
6231,Cell
19830,No-Anomaly
8824,Vegetation
3474,Shadowing
15048,No-Anomaly
18388,No-Anomaly
14012,No-Anomaly
13989,No-Anomaly
11481,No-Anomaly
1241,Diode
4194,Cell-Multi
10750,No-Anomaly
11857,No-Anomaly
2872,Shadowing
6341,Cell
13413,No-Anomaly
964,Diode-Multi
428,Offline-Module
7992,Hot-Spot-Multi
19709,No-Anomaly
11767,No-Anomaly
16494,No-Anomaly
1570,Diode
1395,Diode
4991,Cell
1173,Diode
10581,No-Anomaly
14711,No-Anomaly
7854,Cracking
2965,Shadowing
284,Offline-Module
9527,Vegetation
1464,Diode
1813,Diode
6461,Cell
19635,No-Anomaly
2998,Shadowing
15093,No-Anomaly
15046,No-Anomaly
6343,Cell
6513,Cell
19377,No-Anomaly
2599,Shadowing
19375,No-Anomaly
13531,No-Anomaly
11812,No-Anomaly
5997,Cell
16946,No-Anomaly
7869,Cracking
3265,Shadowing
18918,No-Anomaly
785,Offline-Module
15632,No-Anomaly
9267,Vegetation
5241,Cell
3162,Shadowing
10021,No-Anomaly
8915,Vegetation
8184,Soiling
8693,Vegetation
17637,No-Anomaly
13006,No-Anomaly
17463,No-Anomaly
14379,No-Anomaly
4705,Cell-Multi
4508,Cell-Multi
7570,Cracking
1036,Diode
17140,No-Anomaly
13226,No-Anomaly
146,Offline-Module
13882,No-Anomaly
7143,Cracking
16520,No-Anomaly
11270,No-Anomaly
7297,Cracking
15839,No-Anomaly
16232,No-Anomaly
14714,No-Anomaly
19610,No-Anomaly
8369,Vegetation
18027,No-Anomaly
13469,No-Anomaly
8580,Vegetation
13232,No-Anomaly
14094,No-Anomaly
10961,No-Anomaly
11699,No-Anomaly
11365,No-Anomaly
255,Offline-Module
18536,No-Anomaly
12883,No-Anomaly
473,Offline-Module
9770,Vegetation
13714,No-Anomaly
305,Offline-Module
11988,No-Anomaly
1471,Diode
13251,No-Anomaly
7200,Cracking
18170,No-Anomaly
18968,No-Anomaly
2052,Diode
15448,No-Anomaly
11132,No-Anomaly
18924,No-Anomaly
17327,No-Anomaly
2083,Diode
11183,No-Anomaly
2035,Diode
17778,No-Anomaly
408,Offline-Module
11107,No-Anomaly
18252,No-Anomaly
19545,No-Anomaly
15019,No-Anomaly
4348,Cell-Multi
11809,No-Anomaly
11913,No-Anomaly
6544,Cell
13211,No-Anomaly
17952,No-Anomaly
12063,No-Anomaly
5566,Cell
6583,Cell
11712,No-Anomaly
16465,No-Anomaly
10841,No-Anomaly
2235,Diode
7063,Cracking
8535,Vegetation
10514,No-Anomaly
3365,Shadowing
12616,No-Anomaly
6057,Cell
14587,No-Anomaly
2728,Shadowing
19838,No-Anomaly
17857,No-Anomaly
13537,No-Anomaly
8575,Vegetation
8036,Hot-Spot-Multi
12508,No-Anomaly
9562,Vegetation
5799,Cell
4623,Cell-Multi
3483,Shadowing
4844,Cell-Multi
15442,No-Anomaly
3934,Cell-Multi
449,Offline-Module
2034,Diode
17424,No-Anomaly
14035,No-Anomaly
7952,Hot-Spot-Multi
4137,Cell-Multi
6000,Cell
14661,No-Anomaly
8918,Vegetation
18358,No-Anomaly
7054,Cracking
16472,No-Anomaly
13310,No-Anomaly
9213,Vegetation
19137,No-Anomaly
2868,Shadowing
6011,Cell
4766,Cell-Multi
7754,Cracking
10255,No-Anomaly
3113,Shadowing
14990,No-Anomaly
4204,Cell-Multi
6956,Hot-Spot
918,Diode-Multi
12678,No-Anomaly
14972,No-Anomaly
5680,Cell
10316,No-Anomaly
19132,No-Anomaly
17523,No-Anomaly
17848,No-Anomaly
18595,No-Anomaly
5527,Cell
19349,No-Anomaly
13252,No-Anomaly
12217,No-Anomaly
4632,Cell-Multi
18676,No-Anomaly
19328,No-Anomaly
5043,Cell
1277,Diode
5072,Cell
18797,No-Anomaly
11320,No-Anomaly
19020,No-Anomaly
17428,No-Anomaly
1287,Diode
1191,Diode
11300,No-Anomaly
2786,Shadowing
7848,Cracking
9738,Vegetation
11037,No-Anomaly
13605,No-Anomaly
10764,No-Anomaly
14699,No-Anomaly
10180,No-Anomaly
1372,Diode
2243,Diode
16922,No-Anomaly
17394,No-Anomaly
118,Offline-Module
10640,No-Anomaly
19076,No-Anomaly
14237,No-Anomaly
11551,No-Anomaly
466,Offline-Module
763,Offline-Module
18731,No-Anomaly
7615,Cracking
17225,No-Anomaly
2877,Shadowing
16022,No-Anomaly
2425,Diode
10957,No-Anomaly
8978,Vegetation
10053,No-Anomaly
15936,No-Anomaly
3600,Cell-Multi
3797,Cell-Multi
506,Offline-Module
15401,No-Anomaly
18221,No-Anomaly
12155,No-Anomaly
15685,No-Anomaly
3609,Cell-Multi
11511,No-Anomaly
13961,No-Anomaly
19827,No-Anomaly
12188,No-Anomaly
12045,No-Anomaly
15836,No-Anomaly
227,Offline-Module
10313,No-Anomaly
11277,No-Anomaly
16406,No-Anomaly
3594,Cell-Multi
11866,No-Anomaly
15814,No-Anomaly
11825,No-Anomaly
19684,No-Anomaly
17712,No-Anomaly
8311,Soiling
5498,Cell
652,Offline-Module
19883,No-Anomaly
9328,Vegetation
2036,Diode
530,Offline-Module
15374,No-Anomaly
5395,Cell
12873,No-Anomaly
18416,No-Anomaly
17201,No-Anomaly
5152,Cell
6025,Cell
7497,Cracking
18242,No-Anomaly
31,Offline-Module
804,Offline-Module
16067,No-Anomaly
340,Offline-Module
1133,Diode
9922,Vegetation
17925,No-Anomaly
15691,No-Anomaly
15949,No-Anomaly
13608,No-Anomaly
19089,No-Anomaly
7444,Cracking
11209,No-Anomaly
16332,No-Anomaly
16396,No-Anomaly
8494,Vegetation
17284,No-Anomaly
7147,Cracking
4931,Cell
10859,No-Anomaly
15784,No-Anomaly
6515,Cell
8977,Vegetation
8862,Vegetation
10065,No-Anomaly
9537,Vegetation
537,Offline-Module
6798,Hot-Spot
7846,Cracking
12207,No-Anomaly
16968,No-Anomaly
5437,Cell
13093,No-Anomaly
14378,No-Anomaly
3957,Cell-Multi
6083,Cell
11372,No-Anomaly
541,Offline-Module
15433,No-Anomaly
13406,No-Anomaly
15860,No-Anomaly
69,Offline-Module
9652,Vegetation
19239,No-Anomaly
7380,Cracking
6379,Cell
12879,No-Anomaly
19874,No-Anomaly
16153,No-Anomaly
11918,No-Anomaly
1015,Diode
13675,No-Anomaly
6304,Cell
6688,Cell
19219,No-Anomaly
4067,Cell-Multi
7234,Cracking
18191,No-Anomaly
10020,No-Anomaly
5983,Cell
14700,No-Anomaly
3789,Cell-Multi
15148,No-Anomaly
16198,No-Anomaly
2330,Diode
2566,Shadowing
18876,No-Anomaly
16299,No-Anomaly
3070,Shadowing
16228,No-Anomaly
9666,Vegetation
4104,Cell-Multi
3309,Shadowing
13909,No-Anomaly
6929,Hot-Spot
9639,Vegetation
18271,No-Anomaly
4912,Cell
3117,Shadowing
1018,Diode
17355,No-Anomaly
924,Diode-Multi
4996,Cell
9220,Vegetation
8897,Vegetation
2321,Diode
1434,Diode
7996,Hot-Spot-Multi
19117,No-Anomaly
8365,Vegetation
5002,Cell
13099,No-Anomaly
7965,Hot-Spot-Multi
10918,No-Anomaly
19619,No-Anomaly
1548,Diode
19683,No-Anomaly
3011,Shadowing
19378,No-Anomaly
7888,Cracking
1264,Diode
783,Offline-Module
11496,No-Anomaly
7256,Cracking
8795,Vegetation
4846,Cell
5190,Cell
12032,No-Anomaly
1155,Diode
16297,No-Anomaly
14719,No-Anomaly
5175,Cell
9003,Vegetation
16956,No-Anomaly
4150,Cell-Multi
12683,No-Anomaly
7481,Cracking
10779,No-Anomaly
17306,No-Anomaly
12677,No-Anomaly
6947,Hot-Spot
2830,Shadowing
6562,Cell
19403,No-Anomaly
4518,Cell-Multi
8539,Vegetation
4006,Cell-Multi
7287,Cracking
235,Offline-Module
9659,Vegetation
440,Offline-Module
12821,No-Anomaly
2169,Diode
1385,Diode
18954,No-Anomaly
2422,Diode
4493,Cell-Multi
16525,No-Anomaly
9866,Vegetation
8593,Vegetation
5067,Cell
14717,No-Anomaly
175,Offline-Module
17970,No-Anomaly
11201,No-Anomaly
12268,No-Anomaly
16346,No-Anomaly
10498,No-Anomaly
13239,No-Anomaly
14553,No-Anomaly
8523,Vegetation
1671,Diode
5881,Cell
882,Diode-Multi
2773,Shadowing
9845,Vegetation
16001,No-Anomaly
11554,No-Anomaly
18624,No-Anomaly
15533,No-Anomaly
1723,Diode
3167,Shadowing
13716,No-Anomaly
9963,Vegetation
9508,Vegetation
6823,Hot-Spot
19588,No-Anomaly
17229,No-Anomaly
11907,No-Anomaly
4576,Cell-Multi
18768,No-Anomaly
5160,Cell
4155,Cell-Multi
17347,No-Anomaly
11724,No-Anomaly
19385,No-Anomaly
19298,No-Anomaly
15260,No-Anomaly
18815,No-Anomaly
10478,No-Anomaly
19164,No-Anomaly
14059,No-Anomaly
17936,No-Anomaly
4835,Cell-Multi
10796,No-Anomaly
10034,No-Anomaly
17002,No-Anomaly
1233,Diode
19793,No-Anomaly
9427,Vegetation
1869,Diode
1827,Diode
16566,No-Anomaly
9870,Vegetation
3263,Shadowing
13651,No-Anomaly
192,Offline-Module
4123,Cell-Multi
12987,No-Anomaly
16321,No-Anomaly
18528,No-Anomaly
10359,No-Anomaly
3422,Shadowing
2551,Shadowing
5961,Cell
16918,No-Anomaly
897,Diode-Multi
11168,No-Anomaly
3528,Shadowing
12241,No-Anomaly
8441,Vegetation
17959,No-Anomaly
19316,No-Anomaly
4992,Cell
5019,Cell
12391,No-Anomaly
13986,No-Anomaly
17098,No-Anomaly
3679,Cell-Multi
13732,No-Anomaly
4209,Cell-Multi
13007,No-Anomaly
15641,No-Anomaly
3329,Shadowing
6743,Hot-Spot
5564,Cell
669,Offline-Module
10703,No-Anomaly
6008,Cell
17600,No-Anomaly
9388,Vegetation
11546,No-Anomaly
7045,Cracking
2302,Diode
4806,Cell-Multi
16213,No-Anomaly
9671,Vegetation
16170,No-Anomaly
15548,No-Anomaly
10600,No-Anomaly
9021,Vegetation
3842,Cell-Multi
2969,Shadowing
16434,No-Anomaly
12036,No-Anomaly
6989,Cracking
10176,No-Anomaly
6084,Cell
8646,Vegetation
14007,No-Anomaly
8640,Vegetation
5916,Cell
17344,No-Anomaly
14774,No-Anomaly
12451,No-Anomaly
14409,No-Anomaly
11514,No-Anomaly
14929,No-Anomaly
6804,Hot-Spot
5722,Cell
16225,No-Anomaly
3180,Shadowing
1480,Diode
14463,No-Anomaly
12434,No-Anomaly
4920,Cell
19421,No-Anomaly
2729,Shadowing
4140,Cell-Multi
15001,No-Anomaly
16389,No-Anomaly
13835,No-Anomaly
11749,No-Anomaly
8767,Vegetation
13711,No-Anomaly
19204,No-Anomaly
7351,Cracking
10326,No-Anomaly
274,Offline-Module
5398,Cell
14938,No-Anomaly
3637,Cell-Multi
5476,Cell
9512,Vegetation
13216,No-Anomaly
12788,No-Anomaly
8675,Vegetation
5496,Cell
2002,Diode
17258,No-Anomaly
2018,Diode
636,Offline-Module
6527,Cell
8037,Hot-Spot-Multi
11937,No-Anomaly
16776,No-Anomaly
14041,No-Anomaly
14882,No-Anomaly
17057,No-Anomaly
12652,No-Anomaly
19488,No-Anomaly
16139,No-Anomaly
1052,Diode
10876,No-Anomaly
5633,Cell
2326,Diode
15926,No-Anomaly
4063,Cell-Multi
14635,No-Anomaly
1707,Diode
9193,Vegetation
15732,No-Anomaly
5609,Cell
16167,No-Anomaly
1150,Diode
9727,Vegetation
774,Offline-Module
4740,Cell-Multi
12314,No-Anomaly
4804,Cell-Multi
3023,Shadowing
14670,No-Anomaly
1065,Diode
17617,No-Anomaly
1760,Diode
8375,Vegetation
6535,Cell
8308,Soiling
12592,No-Anomaly
15951,No-Anomaly
8710,Vegetation
18609,No-Anomaly
10345,No-Anomaly
16720,No-Anomaly
15393,No-Anomaly
17824,No-Anomaly
1318,Diode
6325,Cell
17580,No-Anomaly
6648,Cell
11094,No-Anomaly
15787,No-Anomaly
698,Offline-Module
15618,No-Anomaly
3987,Cell-Multi
11967,No-Anomaly
9528,Vegetation
7414,Cracking
3395,Shadowing
5546,Cell
4121,Cell-Multi
9297,Vegetation
10537,No-Anomaly
7461,Cracking
7896,Cracking
2891,Shadowing
10664,No-Anomaly
11878,No-Anomaly
19806,No-Anomaly
5746,Cell
2815,Shadowing
9028,Vegetation
11844,No-Anomaly
16273,No-Anomaly
3760,Cell-Multi
18127,No-Anomaly
19948,No-Anomaly
10408,No-Anomaly
4030,Cell-Multi
2784,Shadowing
9511,Vegetation
7772,Cracking
1898,Diode
3843,Cell-Multi
9200,Vegetation
14766,No-Anomaly
3424,Shadowing
5731,Cell
12992,No-Anomaly
5173,Cell
7660,Cracking
2256,Diode
5346,Cell
18180,No-Anomaly
10868,No-Anomaly
9015,Vegetation
3166,Shadowing
4305,Cell-Multi
16263,No-Anomaly
3697,Cell-Multi
18122,No-Anomaly
4982,Cell
17558,No-Anomaly
15803,No-Anomaly
11325,No-Anomaly
15422,No-Anomaly
14847,No-Anomaly
11719,No-Anomaly
809,Offline-Module
9165,Vegetation
14512,No-Anomaly
3952,Cell-Multi
7594,Cracking
11962,No-Anomaly
1892,Diode
14188,No-Anomaly
5147,Cell
7513,Cracking
18091,No-Anomaly
12321,No-Anomaly
11853,No-Anomaly
10389,No-Anomaly
6228,Cell
2688,Shadowing
3196,Shadowing
19511,No-Anomaly
11218,No-Anomaly
8234,Soiling
15347,No-Anomaly
5317,Cell
7624,Cracking
14762,No-Anomaly
13491,No-Anomaly
19159,No-Anomaly
18746,No-Anomaly
14083,No-Anomaly
6395,Cell
11600,No-Anomaly
14466,No-Anomaly
18462,No-Anomaly
5453,Cell
9257,Vegetation
7716,Cracking
6269,Cell
6554,Cell
10541,No-Anomaly
11510,No-Anomaly
11449,No-Anomaly
15287,No-Anomaly
12643,No-Anomaly
7768,Cracking
1357,Diode
9243,Vegetation
2417,Diode
14721,No-Anomaly
15463,No-Anomaly
4316,Cell-Multi
5980,Cell
17339,No-Anomaly
2973,Shadowing
1174,Diode
9143,Vegetation
724,Offline-Module
7465,Cracking
4710,Cell-Multi
795,Offline-Module
13775,No-Anomaly
19558,No-Anomaly
5062,Cell
19329,No-Anomaly
9753,Vegetation
5699,Cell
6273,Cell
499,Offline-Module
15364,No-Anomaly
19256,No-Anomaly
11960,No-Anomaly
2213,Diode
12850,No-Anomaly
899,Diode-Multi
16616,No-Anomaly
12871,No-Anomaly
18966,No-Anomaly
17944,No-Anomaly
8388,Vegetation
13098,No-Anomaly
10542,No-Anomaly
7566,Cracking
10264,No-Anomaly
6088,Cell
9615,Vegetation
10468,No-Anomaly
2989,Shadowing
6160,Cell
7779,Cracking
8650,Vegetation
17035,No-Anomaly
668,Offline-Module
10973,No-Anomaly
18917,No-Anomaly
4969,Cell
346,Offline-Module
3559,Cell-Multi
2241,Diode
8870,Vegetation
10092,No-Anomaly
17681,No-Anomaly
4293,Cell-Multi
12899,No-Anomaly
1393,Diode
14299,No-Anomaly
17346,No-Anomaly
12201,No-Anomaly
4249,Cell-Multi
13048,No-Anomaly
2619,Shadowing
14061,No-Anomaly
10241,No-Anomaly
17598,No-Anomaly
19015,No-Anomaly
19871,No-Anomaly
9977,Vegetation
4476,Cell-Multi
7581,Cracking
7769,Cracking
10667,No-Anomaly
16255,No-Anomaly
841,Diode-Multi
1088,Diode
13872,No-Anomaly
2964,Shadowing
7495,Cracking
16203,No-Anomaly
14842,No-Anomaly
10706,No-Anomaly
3405,Shadowing
1482,Diode
4368,Cell-Multi
13860,No-Anomaly
5221,Cell
16286,No-Anomaly
8631,Vegetation
16478,No-Anomaly
7115,Cracking
19078,No-Anomaly
19280,No-Anomaly
12334,No-Anomaly
17519,No-Anomaly
2559,Shadowing
14813,No-Anomaly
13078,No-Anomaly
19182,No-Anomaly
6511,Cell
4661,Cell-Multi
9597,Vegetation
13458,No-Anomaly
18553,No-Anomaly
17108,No-Anomaly
6351,Cell
18274,No-Anomaly
19577,No-Anomaly
1803,Diode
18185,No-Anomaly
2378,Diode
1214,Diode
14357,No-Anomaly
19243,No-Anomaly
13318,No-Anomaly
5948,Cell
8768,Vegetation
11385,No-Anomaly
8318,Soiling
15400,No-Anomaly
19152,No-Anomaly
3274,Shadowing
8358,Soiling
4800,Cell-Multi
19475,No-Anomaly
14757,No-Anomaly
8148,Hot-Spot-Multi
11042,No-Anomaly
6603,Cell
15423,No-Anomaly
12372,No-Anomaly
7201,Cracking
9100,Vegetation
3225,Shadowing
3998,Cell-Multi
10101,No-Anomaly
6248,Cell
4495,Cell-Multi
1695,Diode
14209,No-Anomaly
3397,Shadowing
16051,No-Anomaly
3285,Shadowing
11440,No-Anomaly
14217,No-Anomaly
1064,Diode
1234,Diode
8176,Soiling
16419,No-Anomaly
18546,No-Anomaly
12867,No-Anomaly
11721,No-Anomaly
15863,No-Anomaly
2785,Shadowing
9709,Vegetation
4822,Cell-Multi
2772,Shadowing
2027,Diode
1773,Diode
415,Offline-Module
4118,Cell-Multi
5310,Cell
2333,Diode
10524,No-Anomaly
9196,Vegetation
11938,No-Anomaly
13054,No-Anomaly
5652,Cell
14735,No-Anomaly
18662,No-Anomaly
17858,No-Anomaly
12976,No-Anomaly
3239,Shadowing
19407,No-Anomaly
9310,Vegetation
18299,No-Anomaly
13462,No-Anomaly
12083,No-Anomaly
8009,Hot-Spot-Multi
350,Offline-Module
11101,No-Anomaly
2993,Shadowing
7689,Cracking
14540,No-Anomaly
4005,Cell-Multi
9772,Vegetation
3845,Cell-Multi
995,Diode-Multi
17966,No-Anomaly
8035,Hot-Spot-Multi
14377,No-Anomaly
7530,Cracking
9606,Vegetation
7175,Cracking
13059,No-Anomaly
9586,Vegetation
13934,No-Anomaly
18009,No-Anomaly
8871,Vegetation
2691,Shadowing
3634,Cell-Multi
9057,Vegetation
19962,No-Anomaly
5484,Cell
1347,Diode
4046,Cell-Multi
6888,Hot-Spot
8680,Vegetation
4152,Cell-Multi
13237,No-Anomaly
13715,No-Anomaly
15826,No-Anomaly
11808,No-Anomaly
10100,No-Anomaly
17883,No-Anomaly
13357,No-Anomaly
11867,No-Anomaly
15753,No-Anomaly
19833,No-Anomaly
11214,No-Anomaly
673,Offline-Module
1508,Diode
17961,No-Anomaly
4283,Cell-Multi
11782,No-Anomaly
9131,Vegetation
3624,Cell-Multi
12027,No-Anomaly
17684,No-Anomaly
17280,No-Anomaly
2723,Shadowing
1855,Diode
14886,No-Anomaly
166,Offline-Module
18364,No-Anomaly
10480,No-Anomaly
17388,No-Anomaly
11232,No-Anomaly
18891,No-Anomaly
7199,Cracking
19399,No-Anomaly
13582,No-Anomaly
17878,No-Anomaly
1316,Diode
18998,No-Anomaly
6828,Hot-Spot
13080,No-Anomaly
8577,Vegetation
1725,Diode
7753,Cracking
4856,Cell
10641,No-Anomaly
6334,Cell
10679,No-Anomaly
13597,No-Anomaly
7270,Cracking
451,Offline-Module
5732,Cell
13955,No-Anomaly
116,Offline-Module
3235,Shadowing
2060,Diode
16056,No-Anomaly
11187,No-Anomaly
10270,No-Anomaly
4785,Cell-Multi
15568,No-Anomaly
1491,Diode
15053,No-Anomaly
6444,Cell
7001,Cracking
1288,Diode
8586,Vegetation
14451,No-Anomaly
11093,No-Anomaly
16500,No-Anomaly
2410,Diode
10295,No-Anomaly
19365,No-Anomaly
10504,No-Anomaly
12884,No-Anomaly
8382,Vegetation
17174,No-Anomaly
18710,No-Anomaly
10512,No-Anomaly
4764,Cell-Multi
1463,Diode
12944,No-Anomaly
4176,Cell-Multi
17106,No-Anomaly
598,Offline-Module
14881,No-Anomaly
7890,Cracking
12400,No-Anomaly
18223,No-Anomaly
198,Offline-Module
4600,Cell-Multi
15160,No-Anomaly
12894,No-Anomaly
650,Offline-Module
9573,Vegetation
17766,No-Anomaly
17606,No-Anomaly
16027,No-Anomaly
18634,No-Anomaly
6883,Hot-Spot
19567,No-Anomaly
9384,Vegetation
3596,Cell-Multi
18396,No-Anomaly
14399,No-Anomaly
3831,Cell-Multi
10886,No-Anomaly
15257,No-Anomaly
